fake_acctcode,segment,refresh_month,opt_in_date,fuel_only_parent_acct,cli_amount,fleetcor_open_datex,cityx,statex,zipx,term_daysx,due_daysx,lock_daysx,credit_limitx,lock_codex,lock_reasonx,lock_typex,deposit_flagx,portfolio,lob_reportingx,fleetcor_open_datey,cityy,statey,zipy,term_daysy,due_daysy,lock_daysy,credit_limity,lock_codey,lock_reasony,lock_typey,deposit_flagy,porfolio,lob_reportingy,snapshot_date,current_balance,unbilled_balance,days_past_due,bal_1_30,bal_31_60,bal_61_90,bal_90_plus,yearmonthx,ccs_grade,paydex,yearmonthy,nsf_amount,nsf_pmts,yearmonthxx,payment_amount,no_of_payment,yearmonthyy,credit_limitxx,fuel_net_rev,nonfuel_net_rev,net_fee_rev,tot_net_rev,yearmonthxxx,credit_limityy,gallons,fuel_spend,nonfuel_spend,tot_spend,quarter_refreshed,vantage_score,yearmonthyyy,wo_amount
232369,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,08-08-2022 15:55,GREENVILLE,SC,29615,30,10,16,9380,U,Unknown,UNLOCKED,0,Fuelman,Fuelman,01-10-2022,0,4503.21,0,0,0,0,0,202212,B,80,Unknown,0,0,202210,5005.65,3,202210,9380,248.01,0,0,248.01,202210,9380,1106.653,4202.77,0,4202.77,2022Q4,0,Unknown,0
129619,51,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,10-11-2021 09:17,GREENVILLE,SC,29605,30,14,7,1000,I,BAD AGENCY,PERM LOCK,0,BPMC,NAP,01-10-2022,0,0,90,0,85,254,100,202210,D,56,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,2022Q3,0,202212,439
173162,0,Unknown,02-12-2019,FUEL-ONLY PARENT ACCT,0,05-08-2016 06:51,Unknown,Unknown,Unknown,30,14,10,2000,U,Unknown,UNLOCKED,0,ARCO,NAP,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
194949,3,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,21-04-2021 16:34,RHINELAND,MO,65069,30,18,32,11000,U,Unknown,UNLOCKED,0,BP,NAP,01-10-2022,0,195,0,0,0,0,0,202210,A,80,Unknown,0,0,202210,1036.48,1,Unknown,0,0,0,0,0,202210,11000,274.059,1178.78,0,1178.78,2022Q3,0,Unknown,0
306121,1,202208,16-01-2019,0,0,27-01-2016 08:40,HOBART,IN,46342,7,6,10,15000,G,OVERDUE,PERM LOCK,0,UNMC,NAL MC,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
297151,12,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,16-12-2011 12:00,EL CAJON,CA,92020,30,8,18,3000,Z,UNLOCKED,UNLOCKED,0,ARMC,NAP,01-10-2022,0,129.11,0,0,0,0,0,202210,X,66,Unknown,0,0,202210,132.11,1,202210,3000,0.18,0,3,3.18,202210,3000,20.76,126.91,0,126.91,2022Q3,0,Unknown,0
237749,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,06-10-2022 15:31,WINSTON SALEM,NC,27106,30,7,10,0,M,Bad Agency,PERM LOCK,0,BP,NAP,01-11-2022,0,87.09,0,0,0,0,0,202211,X,0,Unknown,0,0,202211,243.92,1,202211,0,-1.8,0,10,8.2,202210,0,25.019,87.09,0,87.09,2022Q4,716,202310,383.75
199417,33,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,08-07-2021 15:46,JACKSONVILLE,FL,32208,30,10,9,500,M,COLLECT,PERM LOCK,0,Fuelman,Fuelman,01-10-2022,0,0,0,0,0,0,0,202210,F,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
254500,12,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,30-08-1999,Unknown,Unknown,Unknown,30,7,16,2400,U,Unknown,UNLOCKED,0,ARCO,NAP,01-10-2022,0,136.3,0,0,0,0,0,202210,F,39,Unknown,0,0,202210,137.8,1,202210,2400,0.27,0,1.5,1.77,202210,2400,39.855,230.97,0,230.97,2022Q3,0,Unknown,0
200208,11,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,20-07-2021 16:20,SAN BERNARDINO,CA,92408,30,14,16,9500,U,Unknown,UNLOCKED,0,ARCO,NAP,01-10-2022,0,0,0,0,0,0,0,202212,B,78,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,2022Q3,769,Unknown,0
296639,10,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,30-11-2018 16:27,DENVER,IA,50622,30,14,30,4500,Z,UNLOCKED,UNLOCKED,0,CSMC,NAP,01-10-2022,0,370.65,0,0,0,0,0,202210,B,80,Unknown,0,0,202210,880.51,1,202210,4500,9.365625,0,90,99.365625,202210,4500,129.852,506.25,0,506.25,2022Q4,0,Unknown,0
227243,36,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,13-06-2022 15:43,AUSTIN,TX,78702,7,4,10,1900,M,OTHER,PERM LOCK,0,Fuelman,Fuelman,01-10-2022,0,287.25,0,0,0,0,0,202210,X,77,202210,346.1,1,202210,1174.67,4,202210,1900,5.64,0,15.98,21.62,202210,1900,40.372,141.7,0,141.7,2022Q4,0,Unknown,0
153898,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,23-08-2022 08:14,SLIDELL,LA,70458,7,5,7,3000,Z,UNLOCKED,UNLOCKED,0,BPMC,NAP,01-10-2022,269,168.51,0,0,0,0,0,202212,B,79,Unknown,0,0,202210,269,1,202210,3000,11.43303435,0,10,21.43303435,202210,3000,190.03,853.53,0,853.53,2022Q4,0,Unknown,0
246261,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,17-07-2023 10:34,LAS VEGAS,NV,89122,7,7,10,15000,U,Unknown,UNLOCKED,0,Fuelman,Fuelman,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,202308,8116.64,3,202308,15000,427.86,0,0,427.86,202308,15000,3258.073,15320.49,0,15320.49,Unknown,0,Unknown,0
253621,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,08-09-2023 09:31,MACON,GA,31216,7,5,10,1500,Z,UNLOCKED,UNLOCKED,0,BPMC,NAP,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,202309,154.13,2,202309,1500,3.805357,0,0,3.805357,202309,1500,72.108,268.89,0,268.89,Unknown,0,Unknown,0
224614,36,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,12-05-2022 10:48,SHAWNEE MISSION,KS,66227,30,14,0,7900,U,Unknown,UNLOCKED,1,MANNATEC,NAP,01-10-2022,0,13847.56,0,0,0,0,0,202210,F,52,Unknown,0,0,202210,7900.22,1,Unknown,0,0,0,0,0,202210,7900,1497.246,7326.42,0,7326.42,2022Q4,637,Unknown,0
182612,28,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,30-05-2019 16:27,LOS ANGELES,CA,90026,15,15,16,4500,U,Unknown,UNLOCKED,0,ARCO,NAP,01-10-2022,0,375.5,0,0,0,0,0,202210,B,77,Unknown,0,0,202210,926.22,2,202210,4500,1.62,0,9.18,10.8,202210,4500,180.622,1032.69,0,1032.69,2022Q3,0,Unknown,0
191340,55,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,04-02-2021 11:41,EAST POINT,GA,30344,30,10,7,1500,M,COLLECT,PERM LOCK,0,Fuelman,Fuelman,01-10-2022,0,0,78,6.29,88.5,328.68,0,202210,C2,66,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,2022Q3,0,202212,429.64
283372,0,Unknown,15-07-2019,0,4500,30-07-2011 10:39,ALIQUIPPA,PA,15001,30,15,3,9100,I,BAD AGENCY,PERM LOCK,0,BPMC,NAP,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
273918,11,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,22-03-2017 09:55,ST LOUIS,MI,48880,30,15,10,3000,Z,UNLOCKED,UNLOCKED,0,SWMC,NAP,01-10-2022,1218.17,359.91,0,0,0,0,0,202210,B,76,Unknown,0,0,202210,1218.17,1,202210,3000,22.663368,0,324.69,347.353368,202210,3000,279.99,1226.47,0,1226.47,2022Q3,0,Unknown,0
281786,0,Unknown,04-05-2019,0,4000,22-02-2012 12:41,HUNTINGTON BEAC,CA,92647,30,15,10,4000,9,Converted,PERM LOCK,0,ARMC,NAP,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
227118,36,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,10-06-2022 15:58,HOUSTON,TX,77067,30,10,16,5100,M,OTHER,PERM LOCK,0,Fuelman,Fuelman,01-10-2022,0,64.58,0,0,0,0,0,202210,X,0,Unknown,0,0,202210,145.81,1,202210,5100,1.93,0,81.23,83.16,202210,5100,13.964,58.63,0,58.63,2022Q4,710,Unknown,0
159623,44,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,30-07-2010 07:21,Unknown,Unknown,Unknown,14,10,23,47750,U,Unknown,UNLOCKED,0,Fuelman,Fuelman,01-10-2022,14547.85,6611.76,0,0,0,0,0,202211,C1,76,Unknown,0,0,202210,29522.44,2,202210,47750,3199.74,0,0,3199.74,202210,47750,7023.715,33033.47,0,33033.47,2022Q3,0,Unknown,0
116118,29,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,16-03-2021 07:22,PORTLAND,OR,97210,30,15,10,13000,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,01-10-2022,0,1105.34,0,0,0,0,0,202210,C2,69,Unknown,0,0,202210,1359.26,1,202210,13000,37.431065,0,50,87.431065,202210,13000,318.187,1728.21,0,1728.21,2022Q3,0,Unknown,0
176065,28,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,12-09-2017 16:34,VALLEY VIEW,TX,76272,14,10,16,2200,M,OTHER,PERM LOCK,0,Fuelman,Fuelman,01-10-2022,0,181,1,70.77,0,0,0,202210,A,65,Unknown,0,0,202211,759,2,202210,2200,70.45,0,279.511,349.961,202210,2200,33.85,179.4,0,179.4,2022Q3,0,Unknown,0
241224,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,24-11-2022 15:30,FAYETTEVILLE,NC,28301,15,14,10,3400,M,A/R REASON,PERM LOCK,0,BP,NAP,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,202301,236.66,2,202212,3400,-0.9,0,10,9.1,202212,3400,36.859,119.94,0,119.94,2023Q1,635,Unknown,0
233918,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,23-08-2022 11:17,ALPHARETTA,GA,30009,30,15,26,4500,M,Bad Agency,PERM LOCK,0,BP,NAP,01-10-2022,221.92,45.01,0,0,0,0,0,202211,X,0,Unknown,0,0,202210,260.44,1,202210,4500,-2.25,0,10,7.75,202210,4500,63.013,272.77,0,272.77,2022Q4,661,202305,628.61
189961,54,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,22-12-2020 10:35,ATLANTA,GA,30326,30,10,7,3000,M,COLLECT,PERM LOCK,0,Fuelman,Fuelman,01-10-2022,0,0,169,0,5.97,5.71,390.62,202210,D,55,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,2022Q3,580,202211,402.3
284388,0,Unknown,05-03-2020,174308,0,26-10-2018 08:37,LAVEEN,AZ,85339,30,15,5,20000,P,PAYMENT PLAN,PERM LOCK,0,FMMC,NAL MC,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
173734,3,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,16-11-2016 15:38,WHITE BEAR LK,MN,55110,30,21,10,17500,U,Unknown,UNLOCKED,0,Kwik Trip,NAP,01-10-2022,0,5257.86,0,0,0,0,0,202210,A,80,202310,4032.25,1,202210,5125.23,1,Unknown,0,0,0,0,0,202210,17500,877.386,3981.28,95.93,4077.21,2022Q3,0,Unknown,0
185375,3,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,15-01-2020 11:43,ELK GROVE,CA,95757,30,14,16,14000,U,Unknown,UNLOCKED,0,ARCO,NAP,01-10-2022,0,2587,0,0,0,0,0,202210,B,80,Unknown,0,0,202210,2861.87,1,202210,14000,3.69,0,274.87,278.56,202210,14000,558.317,3161.15,0,3161.15,2022Q3,0,Unknown,0
114559,37,202208,11-06-2022,0,30000,29-01-2021 07:30,HENRICO,VA,23294,30,15,3,35000,Z,UNLOCKED,UNLOCKED,0,FMMC,NAL MC,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
270287,7,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,04-07-2014 18:07,HILLSBOROUGH,NJ,8844,30,20,10,1,2,Fees,PERM LOCK,0,UNMC,NAL MC,01-10-2022,0,288.53,0,0,0,0,0,202210,B,62,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
129925,41,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,16-11-2021 10:43,MADISON HEIGHTS,MI,48071,30,14,10,600,I,BAD AGENCY,PERM LOCK,1,SWMC,NAP,01-10-2022,0,0,0,0,0,0,0,202212,C1,40,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
175203,3,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,19-05-2017 15:34,DELMONT,PA,15626,30,30,32,2000,U,Unknown,UNLOCKED,0,BP,NAP,01-10-2022,221.02,81.47,0,0,0,0,0,202210,A,65,Unknown,0,0,202210,221.02,1,202210,2000,-1.8,0,40,38.2,202210,2000,68.461,344.36,0,344.36,2022Q3,0,Unknown,0
249748,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,20-12-2022 09:14,HOUSTON,TX,77040,15,10,3,5400,I,BAD AGENCY,PERM LOCK,0,FMMC,NAL MC,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,202302,3000,1,202212,5400,25.54365,0,0,25.54365,202212,5400,0,0,1130.25,1130.25,2023Q1,662,202310,311.06
214924,14,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,21-01-2022 15:39,TULSA,OK,74114,7,7,3,5000,M,OTHER,PERM LOCK,0,Fuelman,Fuelman,01-10-2022,846.8,525.76,0,0,0,0,0,202210,D,52,Unknown,0,0,202210,3284.69,8,202210,5000,96.28,0,19.95,116.23,202210,5000,945.503,3762.6,0,3762.6,2022Q4,796,Unknown,0
175526,3,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,29-06-2017 16:23,HOUSTON,TX,77041,14,10,3,35900,U,Unknown,UNLOCKED,0,Fuelman,Fuelman,01-10-2022,0,10514.11,0,0,0,0,0,202210,B,78,Unknown,0,0,202210,33155.86,2,202210,35900,2542.51,0,1954.69,4497.2,202210,35900,7936.488,40963.42,0,40963.42,2022Q3,0,Unknown,0
314775,31,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,15-09-2017 15:29,ASHLAND,VA,23005,15,11,18,15000,A,Other,PERM LOCK,0,UNMC,NAL MC,01-10-2022,0,0,0,0,0,0,0,202210,B,79,Unknown,0,0,Unknown,0,0,202305,15000,0,0,2.05,2.05,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
215147,36,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,25-01-2022 10:44,KEMP,TX,75143,7,7,3,5100,M,COLLECT,PERM LOCK,0,Fuelman,Fuelman,01-10-2022,230.93,940,0,0,0,0,0,202210,X,0,Unknown,0,0,202210,2801.62,3,202210,5100,71.21,0,317.59,388.8,202210,5100,292.982,1315.32,0,1315.32,2022Q4,664,Unknown,0
276106,12,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,03-05-2017 14:34,PARKERSBURG,WV,26101,30,15,10,2500,Z,UNLOCKED,UNLOCKED,0,SWMC,NAP,01-10-2022,0,353.75,0,0,0,0,0,202210,A,80,Unknown,0,0,202210,353.12,1,202309,2500,0,0,199,199,202210,2500,61.7,252.9,0,252.9,2022Q3,0,Unknown,0
161088,12,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,30-11-2011 22:15,Unknown,Unknown,Unknown,30,22,32,4800,U,Unknown,UNLOCKED,0,BP,NAP,01-10-2022,531.41,255.55,0,0,0,0,0,202210,B,75,Unknown,0,0,202210,531.41,1,202210,4800,-4.05,0,122.88,118.83,202210,4800,156.598,506.69,0,506.69,2022Q3,0,Unknown,0
318015,0,Unknown,27-05-2019,0,11000,09-03-2017 11:11,FLINT,MI,48506,30,15,10,5000,I,BAD AGENCY,PERM LOCK,0,SWMC,NAP,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
174083,43,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,13-01-2017 07:45,Unknown,Unknown,Unknown,30,14,16,0,M,COLLECT,PERM LOCK,0,ARCO,NAP,01-10-2022,0,425.64,2,729.85,0,0,0,202210,A,75,Unknown,0,0,202210,1100,1,202210,0,0.36,0,4.26,4.62,202210,0,56.216,297.22,0,297.22,2022Q3,683,202303,1251.05
292150,10,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,22-07-2014 10:05,SHERBROOKE,QC,J1G1Z1,30,14,18,3750,Z,UNLOCKED,UNLOCKED,0,UMMC,NAP,01-10-2022,183.47,0,0,0,0,0,0,202210,A,80,Unknown,0,0,202210,183.47,1,202210,3750,3.640954,0,10.358814,13.999768,202210,3750,36.937,184.82,0,184.82,2022Q3,0,Unknown,0
243583,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,01-03-2023 16:13,DENTON,TX,76205,14,10,9,18000,U,Unknown,UNLOCKED,0,Fuelman,Fuelman,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,202305,691.98,1,202303,18000,11.63,0,0,11.63,202303,18000,165.258,573.92,0,573.92,2023Q1,0,Unknown,0
238046,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,11-10-2022 11:50,ANAHEIM,CA,92806,7,7,3,5000,U,Unknown,UNLOCKED,0,Fuelman,Fuelman,01-12-2022,0,0,2,401.49,0,0,0,202211,X,0,202212,848.19,1,202211,1446.04,2,202211,5000,28.62,0,0,28.62,202211,5000,305.915,1857.16,0,1857.16,2022Q4,745,Unknown,0
178509,10,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,31-05-2018 16:25,NEW ORLEANS,LA,70126,14,10,16,15000,U,OTHER,UNLOCKED,0,Fuelman,Fuelman,01-10-2022,0,0,0,0,0,0,0,202210,A,76,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
262817,37,202208,22-01-2021,0,5500,19-11-2015 08:38,PLANT CITY,FL,33563,30,14,18,2080,Z,UNLOCKED,UNLOCKED,0,BPMC,NAP,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
219084,36,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,10-03-2022 10:52,Elmwood,IL,61529,7,7,10,700,U,Unknown,UNLOCKED,0,Fuelman,Fuelman,01-10-2022,0,0,0,0,0,0,0,202210,X,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,2022Q4,645,Unknown,0
207119,61,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,11-10-2021 15:40,LAKE WALES,FL,33853,30,10,7,600,M,COLLECT,PERM LOCK,0,Fuelman,Fuelman,01-10-2022,0,0,141,0,28.27,111.97,699.33,202210,X,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,202211,839.57
112348,42,202208,04-03-2022,0,3500,22-09-2020 08:53,LAKE MARY,FL,32746,15,13,10,1900,Z,UNLOCKED,UNLOCKED,1,FMMC,NAL MC,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
155804,0,Unknown,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,14-09-2022 08:13,FORT LAUDERDALE,FL,33309,30,21,10,4000,B,Fraud / Suspicious Activity,PERM LOCK,0,FMMC,CorpayOne,01-12-2022,0,0,14,0,797.15,0,0,202211,A,80,Unknown,0,0,202303,100,2,202210,4000,9.874074,0,0,9.874074,202210,4000,0,0,611.62,611.62,Unknown,0,202302,793.14
298654,26,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,14-03-2012 11:24,TAMPA,FL,33614,15,11,10,61300,Y,UNLOCKED,UNLOCKED,0,UNMC,NAL MC,01-10-2022,0,1374.72,0,0,0,0,0,202211,A,80,Unknown,0,0,Unknown,0,0,202210,61300,51.22,29.97,728.15,809.34,202210,61300,648,2124.8,0,2124.8,2022Q3,0,Unknown,0
120778,21,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,02-07-2021 08:26,PICKERING,ON,L1W2H7,30,14,10,3000,A,Other,PERM LOCK,0,HSMC,NAP,01-10-2022,642.39,183,0,0,0,0,0,202210,X,0,Unknown,0,0,202210,642.39,1,202210,3000,6.3153195,0,0,6.3153195,202210,3000,90.823,440.86,0,440.86,2022Q3,0,Unknown,0
226129,36,202208,NA,Unknown,0,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,31-05-2022 15:46,WEST MEMPHIS,AR,72301,30,15,10,7000,M,Bad Agency,PERM LOCK,0,BP,NAP,01-10-2022,551.8,166.73,0,0,0,0,0,202210,X,0,Unknown,0,0,202210,927.47,2,202210,7000,-3.6,0,10,6.4,202210,7000,43.877,184.26,26.83,211.09,2022Q4,658,Unknown,0
123031,22,202208,23-01-2023,0,8500,06-08-2021 09:47,HOMESTEAD,FL,33032,15,15,5,8500,Z,UNLOCKED,UNLOCKED,0,BPMC,NAP,NA,Unknown,Unknown,Unknown,0,0,0,0,Unknown,Unknown,Unknown,0,Unknown,Unknown,NA,0,0,0,0,0,0,0,Unknown,Unknown,0,Unknown,0,0,Unknown,0,0,Unknown,0,0,0,0,0,Unknown,0,0,0,0,0,Unknown,0,Unknown,0
